case,arm,seed,t_sec,best
B NA/NM 0.5,B0,7,6.193,53.0000
B NA/NM 0.5,B0,7,6.215,53.0000
B NA/NM 0.5,B0,7,6.238,53.0000
B NA/NM 0.5,B0,7,6.260,53.0000
B NA/NM 0.5,B0,7,6.286,53.0000
B NA/NM 0.5,B0,7,6.309,53.0000
B NA/NM 0.5,B0,7,6.332,53.0000
B NA/NM 0.5,B0,7,6.355,53.0000
B NA/NM 0.5,B0,7,6.377,53.0000
B NA/NM 0.5,B0,7,6.403,53.0000
B NA/NM 0.5,B0,7,6.426,53.0000
B NA/NM 0.5,B0,7,6.452,53.0000
B NA/NM 0.5,B0,7,6.477,53.0000
B NA/NM 0.5,B0,7,6.501,53.0000
B NA/NM 0.5,B0,7,6.532,53.0000
B NA/NM 0.5,B0,7,6.557,53.0000
B NA/NM 0.5,B0,7,6.582,53.0000
B NA/NM 0.5,B0,7,6.605,53.0000
B NA/NM 0.5,B0,7,6.632,53.0000
B NA/NM 0.5,B0,7,6.656,53.0000
B NA/NM 0.5,B0,7,6.681,53.0000
B NA/NM 0.5,B0,7,6.703,53.0000
B NA/NM 0.5,B0,7,6.727,53.0000
B NA/NM 0.5,B0,7,6.755,53.0000
B NA/NM 0.5,B0,7,6.779,53.0000
B NA/NM 0.5,B0,7,6.804,53.0000
B NA/NM 0.5,B0,7,6.829,53.0000
B NA/NM 0.5,B0,7,6.853,53.0000
B NA/NM 0.5,B0,7,6.883,53.0000
B NA/NM 0.5,B0,7,6.907,53.0000
B NA/NM 0.5,B0,7,6.932,53.0000
B NA/NM 0.5,B0,7,6.957,53.0000
B NA/NM 0.5,B0,7,6.983,53.0000
B NA/NM 0.5,B0,7,7.012,53.0000
B NA/NM 0.5,B0,7,7.037,53.0000
B NA/NM 0.5,B0,7,7.062,53.0000
B NA/NM 0.5,B0,7,7.087,53.0000
B NA/NM 0.5,B0,7,7.114,53.0000
B NA/NM 0.5,B0,7,7.143,53.0000
B NA/NM 0.5,B0,7,7.166,53.0000
B NA/NM 0.5,B0,7,7.187,53.0000
B NA/NM 0.5,B0,7,7.209,53.0000
B NA/NM 0.5,B0,7,7.231,53.0000
B NA/NM 0.5,B0,7,7.256,53.0000
B NA/NM 0.5,B0,7,7.278,53.0000
B NA/NM 0.5,B0,7,7.300,53.0000
B NA/NM 0.5,B0,7,7.322,53.0000
B NA/NM 0.5,B0,7,7.345,53.0000
B NA/NM 0.5,B0,7,7.371,53.0000
B NA/NM 0.5,B0,7,7.394,53.0000
B NA/NM 0.5,B0,7,7.416,53.0000
B NA/NM 0.5,B0,7,7.439,53.0000
B NA/NM 0.5,B0,7,7.462,53.0000
B NA/NM 0.5,B0,7,7.488,53.0000
B NA/NM 0.5,B0,7,7.510,53.0000
B NA/NM 0.5,B0,7,7.532,53.0000
B NA/NM 0.5,B0,7,7.556,53.0000
B NA/NM 0.5,B0,7,7.579,53.0000
B NA/NM 0.5,B0,7,7.606,53.0000
B NA/NM 0.5,B0,7,7.629,53.0000
B NA/NM 0.5,B0,7,7.653,53.0000
B NA/NM 0.5,B0,7,7.675,53.0000
B NA/NM 0.5,B0,7,7.698,53.0000
B NA/NM 0.5,B0,7,7.724,53.0000
B NA/NM 0.5,B0,7,7.747,53.0000
B NA/NM 0.5,B0,7,7.769,53.0000
B NA/NM 0.5,B0,7,7.792,53.0000
B NA/NM 0.5,B0,7,7.816,53.0000
B NA/NM 0.5,B0,7,7.846,53.0000
B NA/NM 0.5,B0,7,7.870,53.0000
B NA/NM 0.5,B0,7,7.895,53.0000
B NA/NM 0.5,B0,7,7.920,53.0000
B NA/NM 0.5,B0,7,7.946,53.0000
B NA/NM 0.5,B0,7,7.973,53.0000
B NA/NM 0.5,B0,7,7.999,53.0000
B NA/NM 0.5,B0,7,8.022,53.0000
B NA/NM 0.5,B0,7,8.045,53.0000
B NA/NM 0.5,B0,7,8.071,53.0000
B NA/NM 0.5,B0,7,8.095,53.0000
B NA/NM 0.5,B0,7,8.117,53.0000
B NA/NM 0.5,B0,7,8.140,53.0000
B NA/NM 0.5,B0,7,8.163,53.0000
B NA/NM 0.5,B0,7,8.189,53.0000
B NA/NM 0.5,B0,7,8.213,53.0000
B NA/NM 0.5,B0,7,8.236,53.0000
B NA/NM 0.5,B0,7,8.258,53.0000
B NA/NM 0.5,B0,7,8.281,53.0000
B NA/NM 0.5,B0,7,8.307,53.0000
B NA/NM 0.5,B0,7,8.330,53.0000
B NA/NM 0.5,B0,7,8.352,53.0000
B NA/NM 0.5,B0,7,8.376,53.0000
B NA/NM 0.5,B0,7,8.400,53.0000
B NA/NM 0.5,B0,7,8.427,53.0000
B NA/NM 0.5,B0,7,8.450,53.0000
B NA/NM 0.5,B0,7,8.473,53.0000
B NA/NM 0.5,B0,7,8.497,53.0000
B NA/NM 0.5,B0,7,8.520,53.0000
B NA/NM 0.5,B0,7,8.546,53.0000
B NA/NM 0.5,B0,7,8.568,53.0000
B NA/NM 0.5,B0,7,8.591,53.0000
B NA/NM 0.5,B0,7,8.615,53.0000
B NA/NM 0.5,B0,7,8.638,53.0000
B NA/NM 0.5,B0,7,8.665,53.0000
B NA/NM 0.5,B0,7,8.688,53.0000
B NA/NM 0.5,B0,7,8.710,53.0000
B NA/NM 0.5,B0,7,8.733,53.0000
B NA/NM 0.5,B0,7,8.756,53.0000
B NA/NM 0.5,B0,7,8.782,53.0000
B NA/NM 0.5,B0,7,8.805,53.0000
B NA/NM 0.5,B0,7,8.827,53.0000
B NA/NM 0.5,B0,7,8.849,53.0000
B NA/NM 0.5,B0,7,8.872,53.0000
B NA/NM 0.5,B0,7,8.898,53.0000
B NA/NM 0.5,B0,7,8.921,53.0000
B NA/NM 0.5,B0,7,8.944,53.0000
B NA/NM 0.5,B0,7,8.967,53.0000
B NA/NM 0.5,B0,7,8.991,53.0000
B NA/NM 0.5,B0,7,9.018,53.0000
B NA/NM 0.5,B0,7,9.041,53.0000
B NA/NM 0.5,B0,7,9.064,53.0000
B NA/NM 0.5,B0,7,9.087,53.0000
B NA/NM 0.5,B0,7,9.110,53.0000
B NA/NM 0.5,B0,7,9.137,53.0000
B NA/NM 0.5,B0,7,9.160,53.0000
B NA/NM 0.5,B0,7,9.186,53.0000
B NA/NM 0.5,B0,7,9.208,53.0000
B NA/NM 0.5,B0,7,9.231,53.0000
B NA/NM 0.5,B0,7,9.259,53.0000
B NA/NM 0.5,B0,7,9.283,53.0000
B NA/NM 0.5,B0,7,9.305,53.0000
B NA/NM 0.5,B0,7,9.328,53.0000
B NA/NM 0.5,B0,7,9.350,53.0000
B NA/NM 0.5,B0,7,9.376,53.0000
B NA/NM 0.5,B0,7,9.399,53.0000
B NA/NM 0.5,B0,7,9.424,53.0000
B NA/NM 0.5,B0,7,9.450,53.0000
B NA/NM 0.5,B0,7,9.479,53.0000
B NA/NM 0.5,B0,7,9.504,53.0000
B NA/NM 0.5,B0,7,9.530,53.0000
B NA/NM 0.5,B0,7,9.556,53.0000
B NA/NM 0.5,B0,7,9.583,53.0000
B NA/NM 0.5,B0,7,9.609,53.0000
B NA/NM 0.5,B0,7,9.632,53.0000
B NA/NM 0.5,B0,7,9.655,53.0000
B NA/NM 0.5,B0,7,9.678,53.0000
B NA/NM 0.5,B0,7,9.702,53.0000
B NA/NM 0.5,B0,7,9.728,53.0000
B NA/NM 0.5,B0,7,9.753,53.0000
B NA/NM 0.5,B0,7,9.777,53.0000
B NA/NM 0.5,B0,7,9.800,53.0000
B NA/NM 0.5,B0,7,9.824,53.0000
B NA/NM 0.5,B0,7,9.851,53.0000
B NA/NM 0.5,B0,7,9.875,53.0000
B NA/NM 0.5,B0,7,9.897,53.0000
B NA/NM 0.5,B0,7,9.920,53.0000
B NA/NM 0.5,B0,7,9.945,53.0000
B NA/NM 0.5,B0,7,9.972,53.0000
B NA/NM 0.5,B0,7,9.996,53.0000
B NA/NM 0.5,B0,7,10.019,53.0000
B NA/NM 0.5,B0,7,10.044,53.0000
B NA/NM 0.5,B0,7,10.067,53.0000
B NA/NM 0.5,B0,7,10.094,53.0000
B NA/NM 0.5,B0,7,10.118,53.0000
B NA/NM 0.5,B0,7,10.143,53.0000
B NA/NM 0.5,B0,7,10.167,53.0000
B NA/NM 0.5,B0,7,10.192,53.0000
B NA/NM 0.5,B0,7,10.219,53.0000
B NA/NM 0.5,B0,7,10.242,53.0000
B NA/NM 0.5,B0,7,10.266,53.0000
B NA/NM 0.5,B0,7,10.290,53.0000
B NA/NM 0.5,B0,7,10.313,53.0000
B NA/NM 0.5,B0,7,10.339,53.0000
B NA/NM 0.5,B0,7,10.362,53.0000
B NA/NM 0.5,B0,7,10.386,53.0000
B NA/NM 0.5,B0,7,10.411,53.0000
B NA/NM 0.5,B0,7,10.434,53.0000
B NA/NM 0.5,B0,7,10.460,53.0000
B NA/NM 0.5,B0,7,10.483,53.0000
B NA/NM 0.5,B0,7,10.507,53.0000
B NA/NM 0.5,B0,7,10.530,53.0000
B NA/NM 0.5,B0,7,10.554,53.0000
B NA/NM 0.5,B0,7,10.580,53.0000
B NA/NM 0.5,B0,7,10.605,53.0000
B NA/NM 0.5,B0,7,10.627,53.0000
B NA/NM 0.5,B0,7,10.650,53.0000
B NA/NM 0.5,B0,7,10.674,53.0000
B NA/NM 0.5,B0,7,10.702,53.0000
B NA/NM 0.5,B0,7,10.727,53.0000
B NA/NM 0.5,B0,7,10.752,53.0000
B NA/NM 0.5,B0,7,10.776,53.0000
B NA/NM 0.5,B0,7,10.801,53.0000
B NA/NM 0.5,B0,7,10.830,53.0000
B NA/NM 0.5,B0,7,10.857,53.0000
B NA/NM 0.5,B0,7,10.883,53.0000
B NA/NM 0.5,B0,7,10.912,53.0000
B NA/NM 0.5,B0,7,10.945,53.0000
B NA/NM 0.5,B0,7,10.975,53.0000
B NA/NM 0.5,B0,7,11.002,53.0000
B NA/NM 0.5,B0,7,11.032,53.0000
B NA/NM 0.5,B0,7,11.059,53.0000
B NA/NM 0.5,B0,7,11.088,53.0000
B NA/NM 0.5,B0,7,11.114,53.0000
B NA/NM 0.5,B0,7,11.140,53.0000
B NA/NM 0.5,B0,7,11.166,53.0000
B NA/NM 0.5,B0,7,11.191,53.0000
B NA/NM 0.5,B0,7,11.217,53.0000
B NA/NM 0.5,B0,7,11.240,53.0000
B NA/NM 0.5,B0,7,11.264,53.0000
B NA/NM 0.5,B0,7,11.286,53.0000
B NA/NM 0.5,B0,7,11.308,53.0000
B NA/NM 0.5,B0,7,11.335,53.0000
B NA/NM 0.5,B0,7,11.357,53.0000
B NA/NM 0.5,B0,7,11.381,53.0000
B NA/NM 0.5,B0,7,11.404,53.0000
B NA/NM 0.5,B0,7,11.427,53.0000
B NA/NM 0.5,B0,7,11.453,53.0000
B NA/NM 0.5,B0,7,11.477,53.0000
B NA/NM 0.5,B0,7,11.500,53.0000
B NA/NM 0.5,B0,7,11.523,53.0000
B NA/NM 0.5,B0,7,11.548,53.0000
B NA/NM 0.5,B0,7,11.576,53.0000
B NA/NM 0.5,B0,7,11.600,53.0000
B NA/NM 0.5,B0,7,11.625,53.0000
B NA/NM 0.5,B0,7,11.650,53.0000
B NA/NM 0.5,B0,7,11.673,53.0000
B NA/NM 0.5,B0,7,11.701,53.0000
B NA/NM 0.5,B0,7,11.724,53.0000
B NA/NM 0.5,B0,7,11.747,53.0000
B NA/NM 0.5,B0,7,11.770,53.0000
B NA/NM 0.5,B0,7,11.793,53.0000
B NA/NM 0.5,B0,7,11.819,53.0000
B NA/NM 0.5,B0,7,11.843,53.0000
B NA/NM 0.5,B0,7,11.867,53.0000
B NA/NM 0.5,B0,7,11.890,53.0000
B NA/NM 0.5,B0,7,11.913,53.0000
B NA/NM 0.5,B0,7,11.939,53.0000
B NA/NM 0.5,B0,7,11.963,53.0000
B NA/NM 0.5,B0,7,11.987,53.0000
B NA/NM 0.5,B0,7,12.011,53.0000
B NA/NM 0.5,B0,7,12.036,53.0000
B NA/NM 0.5,B0,7,12.064,53.0000
B NA/NM 0.5,B0,7,12.089,53.0000
B NA/NM 0.5,B0,7,12.114,53.0000
B NA/NM 0.5,B0,7,12.139,53.0000
B NA/NM 0.5,B0,7,12.168,53.0000
B NA/NM 0.5,B0,7,12.194,53.0000
B NA/NM 0.5,B0,7,12.217,53.0000
B NA/NM 0.5,B0,7,12.241,53.0000
B NA/NM 0.5,B0,7,12.263,53.0000
B NA/NM 0.5,B0,7,12.290,53.0000
B NA/NM 0.5,B0,7,12.313,53.0000
B NA/NM 0.5,B0,7,12.336,53.0000
B NA/NM 0.5,B0,7,12.359,53.0000
B NA/NM 0.5,B0,7,12.382,53.0000
B NA/NM 0.5,B0,7,12.408,53.0000
B NA/NM 0.5,B0,7,12.434,53.0000
B NA/NM 0.5,B0,7,12.460,53.0000
B NA/NM 0.5,B0,7,12.487,53.0000
B NA/NM 0.5,B0,7,12.512,53.0000
B NA/NM 0.5,B0,7,12.543,53.0000
B NA/NM 0.5,B0,7,12.570,53.0000
B NA/NM 0.5,B0,7,12.595,53.0000
B NA/NM 0.5,B0,7,12.617,53.0000
B NA/NM 0.5,B0,7,12.642,53.0000
B NA/NM 0.5,B0,7,12.671,53.0000
B NA/NM 0.5,B0,7,12.697,53.0000
B NA/NM 0.5,B0,7,12.723,53.0000
B NA/NM 0.5,B0,7,12.748,53.0000
B NA/NM 0.5,B0,7,12.775,53.0000
B NA/NM 0.5,B0,7,12.806,53.0000
B NA/NM 0.5,B0,7,12.833,53.0000
B NA/NM 0.5,B0,7,12.859,53.0000
B NA/NM 0.5,B0,7,12.886,53.0000
B NA/NM 0.5,B0,7,12.910,53.0000
B NA/NM 0.5,B0,7,12.935,53.0000
B NA/NM 0.5,B0,7,12.958,53.0000
B NA/NM 0.5,B0,7,12.981,53.0000
B NA/NM 0.5,B0,7,13.004,53.0000
B NA/NM 0.5,B0,7,13.028,53.0000
B NA/NM 0.5,B0,7,13.054,53.0000
B NA/NM 0.5,B0,7,13.079,53.0000
B NA/NM 0.5,B0,7,13.105,53.0000
B NA/NM 0.5,B0,7,13.130,53.0000
B NA/NM 0.5,B0,7,13.154,53.0000
B NA/NM 0.5,B0,7,13.181,53.0000
B NA/NM 0.5,B0,7,13.206,53.0000
B NA/NM 0.5,B0,7,13.231,53.0000
B NA/NM 0.5,B0,7,13.257,53.0000
B NA/NM 0.5,B0,7,13.283,53.0000
B NA/NM 0.5,B0,7,13.312,53.0000
B NA/NM 0.5,B0,7,13.342,53.0000
B NA/NM 0.5,B0,7,13.376,53.0000
B NA/NM 0.5,B0,7,13.413,53.0000
B NA/NM 0.5,B0,7,13.440,53.0000
B NA/NM 0.5,B0,7,13.473,53.0000
B NA/NM 0.5,B0,7,13.500,53.0000
B NA/NM 0.5,B0,7,13.528,53.0000
B NA/NM 0.5,B0,7,13.555,53.0000
B NA/NM 0.5,B0,7,13.585,53.0000
B NA/NM 0.5,B0,7,13.617,53.0000
B NA/NM 0.5,B0,7,13.645,53.0000
B NA/NM 0.5,B0,7,13.673,53.0000
B NA/NM 0.5,B0,7,13.698,53.0000
B NA/NM 0.5,B0,7,13.728,53.0000
B NA/NM 0.5,B0,7,13.751,53.0000
B NA/NM 0.5,B0,7,13.773,53.0000
B NA/NM 0.5,B0,7,13.796,53.0000
B NA/NM 0.5,B0,7,13.819,53.0000
B NA/NM 0.5,B0,7,13.847,53.0000
B NA/NM 0.5,B0,7,13.873,53.0000
B NA/NM 0.5,B0,7,13.896,53.0000
B NA/NM 0.5,B0,7,13.921,53.0000
B NA/NM 0.5,B0,7,13.947,53.0000
B NA/NM 0.5,B0,7,13.977,53.0000
B NA/NM 0.5,B0,7,14.003,53.0000
B NA/NM 0.5,B0,7,14.028,53.0000
B NA/NM 0.5,B0,7,14.054,53.0000
B NA/NM 0.5,B0,7,14.077,53.0000
B NA/NM 0.5,B0,7,14.104,53.0000
B NA/NM 0.5,B0,7,14.127,53.0000
B NA/NM 0.5,B0,7,14.150,53.0000
B NA/NM 0.5,B0,7,14.173,53.0000
B NA/NM 0.5,B0,7,14.196,53.0000
B NA/NM 0.5,B0,7,14.223,53.0000
B NA/NM 0.5,B0,7,14.247,53.0000
B NA/NM 0.5,B0,7,14.269,53.0000
B NA/NM 0.5,B0,7,14.294,53.0000
B NA/NM 0.5,B0,7,14.316,53.0000
B NA/NM 0.5,B0,7,14.342,53.0000
B NA/NM 0.5,B0,7,14.365,53.0000
B NA/NM 0.5,B0,7,14.387,53.0000
B NA/NM 0.5,B0,7,14.410,53.0000
B NA/NM 0.5,B0,7,14.432,53.0000
B NA/NM 0.5,B0,7,14.458,53.0000
B NA/NM 0.5,B0,7,14.480,53.0000
B NA/NM 0.5,B0,7,14.503,53.0000
B NA/NM 0.5,B0,7,14.527,53.0000
B NA/NM 0.5,B0,7,14.550,53.0000
B NA/NM 0.5,B0,7,14.575,53.0000
B NA/NM 0.5,B0,7,14.599,53.0000
B NA/NM 0.5,B0,7,14.621,53.0000
B NA/NM 0.5,B0,7,14.644,53.0000
B NA/NM 0.5,B0,7,14.667,53.0000
B NA/NM 0.5,B0,7,14.694,53.0000
B NA/NM 0.5,B0,7,14.717,53.0000
B NA/NM 0.5,B0,7,14.741,53.0000
B NA/NM 0.5,B0,7,14.763,53.0000
B NA/NM 0.5,B0,7,14.787,53.0000
B NA/NM 0.5,B0,7,14.813,53.0000
B NA/NM 0.5,B0,7,14.836,53.0000
B NA/NM 0.5,B0,7,14.859,53.0000
B NA/NM 0.5,B0,7,14.882,53.0000
B NA/NM 0.5,B0,7,14.905,53.0000
B NA/NM 0.5,B0,7,14.931,53.0000
B NA/NM 0.5,B0,7,14.953,53.0000
B NA/NM 0.5,B0,7,14.976,53.0000
B NA/NM 0.5,B0,7,14.999,53.0000
B NA/NM 0.5,B0,7,15.021,53.0000
B NA/NM 0.5,B0,7,15.046,53.0000
B NA/NM 0.5,B0,7,15.069,53.0000
B NA/NM 0.5,B0,7,15.092,53.0000
B NA/NM 0.5,B0,7,15.116,53.0000
B NA/NM 0.5,B0,7,15.144,53.0000
B NA/NM 0.5,B0,7,15.167,53.0000
B NA/NM 0.5,B0,7,15.189,53.0000
B NA/NM 0.5,B0,7,15.212,53.0000
B NA/NM 0.5,B0,7,15.235,53.0000
B NA/NM 0.5,B0,7,15.262,53.0000
B NA/NM 0.5,B0,7,15.285,53.0000
B NA/NM 0.5,B0,7,15.308,53.0000
B NA/NM 0.5,B0,7,15.331,53.0000
B NA/NM 0.5,B0,7,15.354,53.0000
B NA/NM 0.5,B0,7,15.380,53.0000
B NA/NM 0.5,B0,7,15.402,53.0000
B NA/NM 0.5,B0,7,15.427,53.0000
B NA/NM 0.5,B0,7,15.452,53.0000
B NA/NM 0.5,B0,7,15.478,53.0000
B NA/NM 0.5,B0,7,15.508,53.0000
B NA/NM 0.5,B0,7,15.533,53.0000
B NA/NM 0.5,B0,7,15.558,53.0000
B NA/NM 0.5,B0,7,15.582,53.0000
B NA/NM 0.5,B0,7,15.604,53.0000
B NA/NM 0.5,B0,7,15.631,53.0000
B NA/NM 0.5,B0,7,15.654,53.0000
B NA/NM 0.5,B0,7,15.677,53.0000
B NA/NM 0.5,B0,7,15.700,53.0000
B NA/NM 0.5,B0+,7,0.035,105.0000
B NA/NM 0.5,B0+,7,0.066,91.0000
B NA/NM 0.5,B0+,7,0.096,85.0000
B NA/NM 0.5,B0+,7,0.126,85.0000
B NA/NM 0.5,B0+,7,0.153,84.0000
B NA/NM 0.5,B0+,7,0.181,80.0000
B NA/NM 0.5,B0+,7,0.208,73.0000
B NA/NM 0.5,B0+,7,0.240,66.0000
B NA/NM 0.5,B0+,7,0.267,65.0000
B NA/NM 0.5,B0+,7,0.293,65.0000
B NA/NM 0.5,B0+,7,0.320,64.0000
B NA/NM 0.5,B0+,7,0.349,64.0000
B NA/NM 0.5,B0+,7,0.374,58.0000
B NA/NM 0.5,B0+,7,0.398,58.0000
B NA/NM 0.5,B0+,7,0.421,58.0000
B NA/NM 0.5,B0+,7,0.448,58.0000
B NA/NM 0.5,B0+,7,0.476,58.0000
B NA/NM 0.5,B0+,7,0.500,58.0000
B NA/NM 0.5,B0+,7,0.526,58.0000
B NA/NM 0.5,B0+,7,0.549,58.0000
B NA/NM 0.5,B0+,7,0.576,58.0000
B NA/NM 0.5,B0+,7,0.599,58.0000
B NA/NM 0.5,B0+,7,0.621,58.0000
B NA/NM 0.5,B0+,7,0.643,57.0000
B NA/NM 0.5,B0+,7,0.666,57.0000
B NA/NM 0.5,B0+,7,0.693,57.0000
B NA/NM 0.5,B0+,7,0.714,57.0000
B NA/NM 0.5,B0+,7,0.737,57.0000
B NA/NM 0.5,B0+,7,0.761,57.0000
B NA/NM 0.5,B0+,7,0.784,57.0000
B NA/NM 0.5,B0+,7,0.810,57.0000
B NA/NM 0.5,B0+,7,0.834,57.0000
B NA/NM 0.5,B0+,7,0.859,57.0000
B NA/NM 0.5,B0+,7,0.883,57.0000
B NA/NM 0.5,B0+,7,0.910,57.0000
B NA/NM 0.5,B0+,7,0.935,57.0000
B NA/NM 0.5,B0+,7,0.958,57.0000
B NA/NM 0.5,B0+,7,0.985,57.0000
B NA/NM 0.5,B0+,7,1.011,57.0000
B NA/NM 0.5,B0+,7,1.043,57.0000
B NA/NM 0.5,B0+,7,1.068,57.0000
B NA/NM 0.5,B0+,7,1.092,57.0000
B NA/NM 0.5,B0+,7,1.116,57.0000
B NA/NM 0.5,B0+,7,1.139,57.0000
B NA/NM 0.5,B0+,7,1.165,57.0000
B NA/NM 0.5,B0+,7,1.188,57.0000
B NA/NM 0.5,B0+,7,1.211,57.0000
B NA/NM 0.5,B0+,7,1.234,57.0000
B NA/NM 0.5,B0+,7,1.259,57.0000
B NA/NM 0.5,B0+,7,1.287,57.0000
B NA/NM 0.5,B0+,7,1.311,56.0000
B NA/NM 0.5,B0+,7,1.337,56.0000
B NA/NM 0.5,B0+,7,1.364,56.0000
B NA/NM 0.5,B0+,7,1.393,56.0000
B NA/NM 0.5,B0+,7,1.419,55.0000
B NA/NM 0.5,B0+,7,1.445,55.0000
B NA/NM 0.5,B0+,7,1.471,55.0000
B NA/NM 0.5,B0+,7,1.497,55.0000
B NA/NM 0.5,B0+,7,1.524,55.0000
B NA/NM 0.5,B0+,7,1.547,55.0000
B NA/NM 0.5,B0+,7,1.569,55.0000
B NA/NM 0.5,B0+,7,1.592,55.0000
B NA/NM 0.5,B0+,7,1.615,55.0000
B NA/NM 0.5,B0+,7,1.640,55.0000
B NA/NM 0.5,B0+,7,1.663,55.0000
B NA/NM 0.5,B0+,7,1.686,55.0000
B NA/NM 0.5,B0+,7,1.708,55.0000
B NA/NM 0.5,B0+,7,1.731,55.0000
B NA/NM 0.5,B0+,7,1.761,55.0000
B NA/NM 0.5,B0+,7,1.786,55.0000
B NA/NM 0.5,B0+,7,1.812,55.0000
B NA/NM 0.5,B0+,7,1.839,55.0000
B NA/NM 0.5,B0+,7,1.868,55.0000
B NA/NM 0.5,B0+,7,1.893,55.0000
B NA/NM 0.5,B0+,7,1.920,55.0000
B NA/NM 0.5,B0+,7,1.945,55.0000
B NA/NM 0.5,B0+,7,1.968,55.0000
B NA/NM 0.5,B0+,7,1.996,55.0000
B NA/NM 0.5,B0+,7,2.019,55.0000
B NA/NM 0.5,B0+,7,2.042,54.0000
B NA/NM 0.5,B0+,7,2.068,54.0000
B NA/NM 0.5,B0+,7,2.091,54.0000
B NA/NM 0.5,B0+,7,2.117,54.0000
B NA/NM 0.5,B0+,7,2.139,54.0000
B NA/NM 0.5,B0+,7,2.162,54.0000
B NA/NM 0.5,B0+,7,2.185,54.0000
B NA/NM 0.5,B0+,7,2.211,54.0000
B NA/NM 0.5,B0+,7,2.232,54.0000
B NA/NM 0.5,B0+,7,2.255,54.0000
B NA/NM 0.5,B0+,7,2.277,54.0000
B NA/NM 0.5,B0+,7,2.301,54.0000
B NA/NM 0.5,B0+,7,2.326,54.0000
B NA/NM 0.5,B0+,7,2.348,54.0000
B NA/NM 0.5,B0+,7,2.371,54.0000
B NA/NM 0.5,B0+,7,2.393,54.0000
B NA/NM 0.5,B0+,7,2.416,54.0000
B NA/NM 0.5,B0+,7,2.441,54.0000
B NA/NM 0.5,B0+,7,2.462,54.0000
B NA/NM 0.5,B0+,7,2.484,54.0000
B NA/NM 0.5,B0+,7,2.506,54.0000
B NA/NM 0.5,B0+,7,2.530,54.0000
B NA/NM 0.5,B0+,7,2.555,54.0000
B NA/NM 0.5,B0+,7,2.580,54.0000
B NA/NM 0.5,B0+,7,2.602,54.0000
B NA/NM 0.5,B0+,7,2.625,54.0000
B NA/NM 0.5,B0+,7,2.652,54.0000
B NA/NM 0.5,B0+,7,2.673,54.0000
B NA/NM 0.5,B0+,7,2.694,54.0000
B NA/NM 0.5,B0+,7,2.719,54.0000
B NA/NM 0.5,B0+,7,2.743,54.0000
B NA/NM 0.5,B0+,7,2.770,54.0000
B NA/NM 0.5,B0+,7,2.793,54.0000
B NA/NM 0.5,B0+,7,2.816,54.0000
B NA/NM 0.5,B0+,7,2.839,54.0000
B NA/NM 0.5,B0+,7,2.863,54.0000
B NA/NM 0.5,B0+,7,2.888,54.0000
B NA/NM 0.5,B0+,7,2.911,54.0000
B NA/NM 0.5,B0+,7,2.934,54.0000
B NA/NM 0.5,B0+,7,2.957,54.0000
B NA/NM 0.5,B0+,7,2.981,54.0000
B NA/NM 0.5,B0+,7,3.009,54.0000
B NA/NM 0.5,B0+,7,3.034,54.0000
B NA/NM 0.5,B0+,7,3.059,54.0000
B NA/NM 0.5,B0+,7,3.083,54.0000
B NA/NM 0.5,B0+,7,3.107,54.0000
B NA/NM 0.5,B0+,7,3.130,54.0000
B NA/NM 0.5,B0+,7,3.152,54.0000
B NA/NM 0.5,B0+,7,3.176,54.0000
B NA/NM 0.5,B0+,7,3.199,54.0000
B NA/NM 0.5,B0+,7,3.225,54.0000
B NA/NM 0.5,B0+,7,3.249,54.0000
B NA/NM 0.5,B0+,7,3.270,54.0000
B NA/NM 0.5,B0+,7,3.293,54.0000
B NA/NM 0.5,B0+,7,3.317,54.0000
B NA/NM 0.5,B0+,7,3.344,54.0000
B NA/NM 0.5,B0+,7,3.368,54.0000
B NA/NM 0.5,B0+,7,3.393,54.0000
B NA/NM 0.5,B0+,7,3.418,54.0000
B NA/NM 0.5,B0+,7,3.446,54.0000
B NA/NM 0.5,B0+,7,3.473,54.0000
B NA/NM 0.5,B0+,7,3.499,54.0000
B NA/NM 0.5,B0+,7,3.526,54.0000
B NA/NM 0.5,B0+,7,3.554,54.0000
B NA/NM 0.5,B0+,7,3.585,54.0000
B NA/NM 0.5,B0+,7,3.611,54.0000
B NA/NM 0.5,B0+,7,3.637,54.0000
B NA/NM 0.5,B0+,7,3.662,54.0000
B NA/NM 0.5,B0+,7,3.686,54.0000
B NA/NM 0.5,B0+,7,3.715,54.0000
B NA/NM 0.5,B0+,7,3.739,54.0000
B NA/NM 0.5,B0+,7,3.764,54.0000
B NA/NM 0.5,B0+,7,3.789,54.0000
B NA/NM 0.5,B0+,7,3.814,54.0000
B NA/NM 0.5,B0+,7,3.842,54.0000
B NA/NM 0.5,B0+,7,3.867,54.0000
B NA/NM 0.5,B0+,7,3.892,54.0000
B NA/NM 0.5,B0+,7,3.917,54.0000
B NA/NM 0.5,B0+,7,3.942,54.0000
B NA/NM 0.5,B0+,7,3.970,54.0000
B NA/NM 0.5,B0+,7,3.995,54.0000
B NA/NM 0.5,B0+,7,4.016,54.0000
B NA/NM 0.5,B0+,7,4.037,54.0000
B NA/NM 0.5,B0+,7,4.062,54.0000
B NA/NM 0.5,B0+,7,4.085,54.0000
B NA/NM 0.5,B0+,7,4.108,54.0000
B NA/NM 0.5,B0+,7,4.130,54.0000
